kelurahan,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,rainfall_anomaly_z,poverty_rate,unemployment_rate,water_access,electricity_access,population_density,health_access_index,education_index,road_damage_ratio,drainage_quality,building_density,green_space_ratio,flood_count,landslide_count,total_disasters,avg_damage_idr,rainfall_anomaly_z_norm,road_damage_ratio_norm,poverty_rate_norm,flood_count_norm,population_density_norm,uss_proxy,uss_zone,ussLabel
Cibaduyut Kidul,114.46715007047467,20.595824400954996,91.02892436457032,8.753709112127751,-0.8280730184163905,0.004452632663819,0.0599549514543663,0.8252710879199929,0.9755632823934894,22201.40501976732,0.4628367616428397,0.5302694033289479,0.4384009709406226,0.5460697415364557,0.8007331741099118,0.2657668509193646,4.0,0.0,4.0,41440462.42460212,0.11286658978816631,0.5814606930196211,0.030477232714614114,0.5714285713469388,0.388984796635447,33.704357670095746,🟢 HIJAU,0
Cibaduyut Wetan,393.4551965361207,24.196429809928834,66.95918833428087,5.923007650768355,2.061366816988025,0.0557704372200526,0.0503324366353879,0.8253375382024271,0.9498124917704307,18031.217911744152,0.6171530345331859,0.7780337037623528,0.4435268238961161,0.5576088919835475,0.684859957982511,0.5847174830486593,3.0,1.0,5.0,1002352791.840122,0.6013080574475432,0.5883435005494909,0.527058698112457,0.4285714285102041,0.29732377111639413,48.85210911472179,🟡 KUNING,0
Cibangkong,162.41650528332363,24.93291717916395,61.008834205521545,27.91247731301372,-0.331468311551208,0.0820327251333429,0.0433834853584483,0.5966895920602575,0.955030513558235,16666.575029084393,0.7998335429238363,0.6730206905507028,0.2207946848752721,0.6266000484649851,0.3009564674287315,0.2905284128585995,3.0,2.0,7.0,3052605.172351205,0.19681446400781918,0.289266945504404,0.7811881475200428,0.4285714285102041,0.2673288181678285,39.26339607420597,🟡 KUNING,0
Cibiru Hilir,167.22783167207757,23.5315318542675,69.45903656493924,3.283068811043386,-0.281638082962866,0.0165419018843776,0.0036334930230873,0.6107903964483763,0.915998801819678,11803.028250099102,0.6211414274470136,0.4998227423786495,0.2703666863748113,0.589261411798475,0.8196789341354417,0.2732091886148063,2.0,1.0,8.0,356692516.6852196,0.20523794792579647,0.3558304127271771,0.14746016051222977,0.2857142856734694,0.16042769505898943,23.093410037953245,🟢 HIJAU,0
Cibuntu,165.2022550914082,22.914958523134597,81.93535337205205,2.6278002464852066,0.4130950278820566,0.0292342068295865,0.0169425296685586,0.7582913165350661,0.9932064003206372,20234.18312150741,0.6769778925765141,0.8117198123102005,0.3457640572822913,0.6708270735662394,0.7673785611825775,0.3620264286000214,4.0,2.0,6.0,59111164.965925775,0.32267817150642136,0.45707123971153746,0.2702784190770834,0.5714285713469388,0.34574511171312733,39.34403026710216,🟡 KUNING,0
Cicadas,218.73238781984705,23.97068633352409,83.02676407411424,3.68250050400281,0.2517873383894201,0.008933262813905,0.0495562980658034,0.6888039036571698,0.8666067836855262,26002.754599548407,0.5051172278145287,0.7447819407903097,0.1860621232060169,0.6769660992445398,0.4206954079226868,0.3617788293097118,2.0,1.0,4.0,29774172.893952537,0.29541013026357654,0.24262933434690617,0.07383446331081643,0.2857142856734694,0.47253874561025144,27.402539184100398,🟢 HIJAU,0
Cicaheum,243.08922254093383,24.761481154572184,70.28061231535916,1.0,0.5040476391408211,0.0223158880837183,0.0009478493725259,0.850381901097156,0.9473564779664309,16541.068666676645,0.919168868061254,0.4382252311261223,0.0990454947431122,0.4547956095420578,0.6300614239147702,0.5074312880035344,2.0,1.0,2.0,465520176.2292993,0.33805313325033526,0.1257865940637523,0.20333267011878575,0.2857142856734694,0.2645701789054973,24.3491372402368,🟢 HIJAU,0
Cigending,457.6657399633637,22.358215003877778,72.58270630790311,2.3274929750591777,2.7263863559326333,0.0247780929696493,0.0073470809261628,0.8238157544906908,0.9697740866013048,23387.090685076382,0.6297188377556853,0.5674342706214864,0.1717814712890066,0.652408430694415,0.3579461238808989,0.2657668509193646,1.0,0.0,1.0,274928084.343797,0.7137253902620897,0.22345379821676664,0.22715842262200395,0.1428571428367347,0.41504625651967464,34.44482020914539,🟢 HIJAU,0
Cigereleng,237.76434159991,22.55063665954536,86.79021481589753,3.623848924087348,0.4488985985109579,0.0612442871193623,0.0179618617977486,0.8478961524450892,0.9887134981122956,17133.464031828153,0.3884836618108588,0.4052329829017932,0.3608149425945933,0.5618446814765433,0.6534937170453181,0.0880666351703106,4.0,1.0,4.0,52383375.24176682,0.3287305379101603,0.4772810170223939,0.5800269111502624,0.5714285713469388,0.2775910734783217,44.70116221816154,🟡 KUNING,0
Cigondewah Kaler,165.2022550914082,24.872908629538856,85.60339070548841,21.203080759679644,0.9535357344745782,0.0287231189988423,0.0144211086948404,0.9001719671610261,0.9083662261497994,4504.249931654395,0.6776224205864336,0.8483286353671341,0.2900182703688738,0.6907780106614899,0.5223573321916173,0.5300319031168007,3.0,1.0,1.0,97011399.19008608,0.4140362432947462,0.3822178396515571,0.2653328305794334,0.4285714285102041,0.0,29.803166840718813,🟢 HIJAU,0
Cigondewah Kidul,213.6577754503442,23.176427070463223,73.38477075470078,6.509203375237938,0.1992302940449305,0.0676528530281922,0.0185913017734142,0.7617578131838677,0.9850552396062684,19620.302579211973,0.6884090772288177,0.8345811704448363,0.1968536047865766,0.4109864161434458,0.8035152203653881,0.6836143752989702,2.0,1.0,2.0,33060296.583080176,0.28652569544651846,0.2571197403975762,0.6420399898005423,0.2857142856734694,0.33225197133466944,36.07303365305551,🟢 HIJAU,0
Cigondewah Rahayu,141.05099310265555,20.449714826684787,93.00936671372708,8.836476789454268,-0.552747906790936,0.0196648390375247,0.0191716495079598,0.8859596555858886,0.9498124917704307,9334.37235963562,0.638772556871864,0.5994933965160302,0.3841686148129105,0.6649884695785065,0.4010362267227915,0.1198954322294568,0.0,0.0,5.0,213007732.1533256,0.15940855268285192,0.5086394723643634,0.1776795496943178,0.0,0.10616645336597612,19.037880562150182,🟢 HIJAU,0
Cigugur Tengah,264.0045971240519,27.38254657813223,92.04272673954564,26.825411115325533,0.7206652227916959,0.0250568926612817,0.0114462278787922,0.9208868263836384,0.9791178564026584,6210.1245353083405,0.4629854531761808,0.5334720965802388,0.1836811871877602,0.535278859726111,0.5341663310221206,0.2668812375580249,7.0,1.0,5.0,105771592.4433977,0.3746709611015431,0.2394323007025773,0.22985625353313685,0.9999999998571428,0.03749525177827098,37.629095339453414,🟢 HIJAU,0
Cihapit,232.3760760065652,25.192896418993953,83.9783488409861,1.7084078479607605,0.3930930919798147,0.051921406170646,0.0081097607559736,0.887001647560464,0.9139145583536772,16541.068666676645,0.6331599171188946,0.8045944357891417,0.5983005759076374,0.4437397343154978,0.6898117028291605,0.2753648060432364,3.0,0.0,5.0,11175721.36583069,0.3192969711753363,0.7961680236133875,0.4898131944241283,0.4285714285102041,0.2645701789054973,45.96839593257106,🟡 KUNING,0
Cijagra,109.24405760150428,28.293585965307894,80.59333081990754,16.545077587904725,-0.882167850202319,0.0246282981204296,0.0306208785049143,0.7923741869487971,0.9203623419340844,8669.931742453222,0.6643380027073428,0.6028562639064373,0.1093952236279418,0.8225576376959074,0.5997336608565674,0.1397411602226957,2.0,2.0,3.0,22209157.951333705,0.10372220176300159,0.1396838307810623,0.2257089189579675,0.2857142856734694,0.09156199874803417,16.9278247184707,🟢 HIJAU,0
Cijaura,165.2022550914082,25.214030971930093,83.3573803906403,2.8691622034451365,0.0453867198378246,0.0287231189988423,0.0394107113634991,0.8557678696953521,0.82641450176742,21145.150407293837,0.641762354437619,0.6035689210970284,0.009063576455491,0.4953672934785316,0.7509779451754736,0.1230497368439917,2.0,2.0,5.0,294523019.04547393,0.26051941552507973,0.004962171256535496,0.2653328305794334,0.2857142856734694,0.3657682410036196,23.645938880762753,🟢 HIJAU,0
Cijerah,50.0,26.677901193934733,84.97856509376543,1.0,-1.495750196160855,0.0341990423505551,0.0312136958356132,0.8078851031089022,0.9217281517364564,10082.03677256848,0.5645743151430367,0.8050403109814283,0.4527973205672552,0.2860279500529095,0.7047447790564437,0.3720191162427811,2.0,1.0,7.0,149949916.49786276,0.0,0.6007915837949078,0.3183211075705133,0.2857142856734694,0.12260017325870612,26.54854300595193,🟢 HIJAU,0
Cikawao,89.46505922482336,22.72097114074895,82.76125620349531,2.5934147450292064,-0.18604438353349984,0.0129131424456707,0.0501182414734788,0.8536572316449098,0.8754412957428923,12447.506008841689,0.7692091516144196,0.7844241381451035,0.323737194997249,0.5940318308276978,0.5962717697591026,0.3168537842481557,3.0,1.0,2.0,338234519.0776343,0.22139745617239537,0.4274943761317085,0.11234613536575769,0.4285714285102041,0.17459336455063232,27.28805521461396,🟢 HIJAU,0
Cikutra,156.6717927377472,25.751334695530012,70.82196502811335,11.00983152311874,-0.3909654888762586,0.0545471687202469,0.0264402179080564,0.9590883417871452,0.9498124917704307,6436.41996576476,0.5314576879557036,0.7184561213306181,0.2867280689900613,0.6225919133312265,0.8863041605806126,0.1333082615847759,4.0,2.0,4.0,62404284.87190202,0.18675684375279475,0.3777998777978897,0.5152216277338343,0.5714285713469388,0.042469242318408554,33.87352325899732,🟢 HIJAU,0
Cimincrang,153.8793612172891,22.09940718588845,74.24659478316237,4.433156400558644,-0.4198863081553173,0.0247797507352319,0.0412383742087692,0.9685213494689148,0.8467970896365106,44892.6545311031,0.7834272162821039,0.7718891042383372,0.2979050442506651,0.4142230262153225,0.8481382357356977,0.2643282726257465,4.0,3.0,6.0,273003715.9804724,0.18186796278649567,0.3928079106370693,0.22717446414344886,0.5714285713469388,0.8877401633949255,45.22038144617756,🟡 KUNING,0
Cinambo,165.2022550914082,22.45122471733142,80.65851209583673,11.424529782625669,-0.0787837365504375,0.0043643909937486,0.0056119458134047,0.8035816341772755,0.972454415970798,12839.915921796204,0.7858429918195939,0.1377135875051867,0.340843697943177,0.6473820265879044,0.6318784579398719,0.0356440887938402,1.0,0.0,0.0,180846481.2562624,0.23952918786397026,0.45046436148015423,0.02962335406154945,0.1428571428367347,0.18321856387947102,20.913852202437592,🟢 HIJAU,0
Cipadung Kidul,174.64878983060348,22.646139056843833,69.00286326529705,13.280564910159187,-0.204780266322487,0.0493401910994684,0.0256098693837744,0.8513085876573976,0.9645481740234406,18575.325383892156,0.7323010795519574,0.8016214494604869,0.3527065663574891,0.2824156284809813,0.5940727164313879,0.1739316456080965,4.0,1.0,6.0,24861176.983114876,0.21823027408567575,0.4663933865140027,0.4648358288950203,0.5714285713469388,0.3092832941780122,40.603427100393,🟡 KUNING,0
Cipadung Kulon,197.80642607794363,25.387638856292455,82.11551067247,36.809610491162594,-0.18604438353349984,0.0326194507747387,0.0329915871426779,0.8466738038246056,0.9904500805886884,14540.62273430777,0.641762354437619,0.8235070356013531,0.0614496935991329,0.5713439431875615,0.3421897878477694,0.1917015774902323,1.0,0.0,5.0,77883511.7563737,0.22139745617239537,0.07530432985288686,0.3030360441070235,0.1428571428367347,0.22060022722069864,19.263904003794778,🟢 HIJAU,0
Cipadung Wetan,206.18528274836856,26.049268106858673,83.69291902471112,3.113040180155362,0.1218387414089438,0.0574866684934746,0.0216168910887222,0.8135262509815517,0.970595674414912,26136.147240911476,0.7780443287998099,0.5744716425499476,0.3090567782564249,0.8438362039206162,0.7291903566567904,0.1765262531451399,2.0,0.0,8.0,110198519.37245418,0.27344314460369445,0.407782050444121,0.5436659682029694,0.2857142856734694,0.4754707258757197,39.72152349599948,🟡 KUNING,0
Cipaganti,106.81993170042747,24.0530744293483,76.82354094798289,18.046134034644908,-0.9072741801449152,0.0428356257803553,0.055137145553139,0.8762905050040852,0.9953253729236754,7296.621514186857,0.3159853462839874,0.7335049304961919,0.233465421092324,0.7507100371673305,0.6716836402103491,0.1161110072861594,1.0,2.0,4.0,68412653.1257016,0.09947813601210981,0.30628074582231085,0.40189380310352896,0.1428571428367347,0.061376536892733584,20.237727293348357,🟢 HIJAU,0
Cipaganti Kulon,155.30544831770564,25.530095372612095,71.38215245158142,1.0918773338344978,-0.4051165252599511,0.0312670013123673,0.0036634659657831,0.8084617606037339,0.9701454263077562,19355.364211629378,0.641762354437619,0.6646759382564924,0.263223141157155,0.4202386844558284,0.5884635501832044,0.1672158414305375,1.0,0.0,4.0,51116018.26933485,0.18436470085524775,0.3462383219588775,0.2899489422384123,0.1428571428367347,0.32642860613716,25.796754280528646,🟢 HIJAU,0
Cipamokolan,152.7255838994561,26.564930521102298,74.39947622816605,6.0843779850326225,-0.4318358170520838,0.0072029236701925,0.055281753285561,0.8896528476398917,0.9913121412076488,20377.466163337955,0.6264396369382405,0.5327102176753017,0.171549651533383,0.6043944616319884,0.8216906290398752,0.2657668509193646,4.0,1.0,6.0,77883511.7563737,0.17984797413962064,0.22314251914313096,0.057090677113212474,0.5714285713469388,0.34889448372293697,27.608084509316793,🟢 HIJAU,0
Cipedes,171.08762613747012,22.008522442576023,74.23169355505341,1.0,-0.241662736255128,0.0212785891577119,0.0122272972903421,0.7746424300315995,0.9727060027543606,26729.712423705347,0.641762354437619,0.7949654332403979,0.7182985797189214,0.6616124335995484,0.7447423592405109,0.4794473516157954,1.0,0.0,5.0,77188409.29042912,0.2119955266013833,0.9572969462284011,0.19329515146056997,0.1428571428367347,0.48851733312809337,39.879242005103656,🟡 KUNING,0
Cirangrang,200.02265155994112,23.606970095865957,79.94949769193529,2.2215424260852266,0.0580132396631529,0.0287231189988423,0.0206736282885332,0.8670374325741622,0.7552587448843773,13610.90976379733,0.7260642218420814,0.9482212187975928,0.5379363637806488,0.4417562333027455,0.5006429580272593,0.3658785119437904,2.0,0.0,3.0,145124830.77602607,0.26265384857308627,0.7151131714024943,0.2653328305794334,0.2857142856734694,0.20016506637350373,34.57958405203974,🟢 HIJAU,0
Ciroyom,104.25423809030286,25.802782502611596,83.5211519336889,3.5216540772144493,-0.933846706876628,0.0287231189988423,0.0498825541896217,0.7123257391292005,0.7678831059037491,7557.875445602824,0.682758507455033,0.4483666187530427,0.2311756205169041,0.5405139564182202,0.5335004680809236,0.2279145235722442,6.0,3.0,6.0,77883511.7563737,0.09498621899856896,0.30320608551128697,0.2653328305794334,0.8571428570204082,0.06711891790686116,31.755738200331173,🟢 HIJAU,0
Cisaranten Bina Harapan,206.54692702301284,28.030908480562193,87.90253049578769,7.545597259434852,0.1255842401377999,0.0304385734701871,0.0216168910887222,0.7309548147602913,0.9498124917704307,16541.068666676645,0.5489385043743192,0.4865377001147692,0.1444000366475845,0.7750788592465498,0.7579972914293743,0.0479152788851833,3.0,0.0,6.0,21560964.256611157,0.27407629739470346,0.18668701107617192,0.28193258387305337,0.4285714285102041,0.2645701789054973,28.716749995192604,🟢 HIJAU,0
Cisaranten Endah,87.20333066926449,23.550109377678087,88.8309789933233,4.433156400558644,-1.1104405493594374,0.059921056519878,0.0298765608219432,0.9693998944814004,0.9263552176378363,16290.60818187353,0.8741002508649224,0.5759724853917582,0.3257121702747576,0.4633984502622723,0.5818058397447322,0.2834494565190041,2.0,1.0,8.0,55928690.01874375,0.06513415059935287,0.4301463005683575,0.5672225483012799,0.2857142856734694,0.259065038657741,32.14564647600401,🟢 HIJAU,0
Cisaranten Kidul,210.77130248207888,27.76482260786327,78.92539707434287,4.246062508043022,-0.18604438353349984,0.0264408041767282,0.0345538894399272,0.9210105392797242,0.9498124917704307,26975.17772521168,0.8256444898335306,0.5897729969126885,0.2929788735913856,0.7653476488009362,0.805716157219835,0.377377838135533,4.0,1.0,7.0,19168041.07579094,0.22139745617239537,0.38619322917790355,0.24324780085797063,0.5714285713469388,0.49391267887220314,38.32359472854823,🟢 HIJAU,0
Cisaranten Kulon,148.99994300579175,23.830997528318104,64.29492376727298,5.667879701157588,-0.4704217541448798,0.0814813753100045,0.0137481310813705,0.7559404263269717,0.9438450954501576,23862.328418059093,0.5152464231605457,0.6646759382564924,0.1289923387541887,0.482740431197328,0.6666689302620546,0.0113039251940825,2.0,2.0,5.0,77883511.7563737,0.17332526634218354,0.16599811890555877,0.775852960140384,0.2857142856734694,0.42549201754721633,36.52765297217624,🟢 HIJAU,0
Cisaranten Wetan,210.20014295484836,23.193341534852575,77.08368123797905,1.0,0.1634200821192211,0.0341491851369768,0.0216168910887222,0.8238157544906908,0.9686513516982302,35609.54183907402,0.8355660596861818,0.5940641024024005,0.1118397306988661,0.5716682622220093,0.498412195761234,0.4615652699269443,3.0,0.0,6.0,48959421.419938825,0.2804722063737001,0.1429662253055767,0.31783865964832614,0.4285714285102041,0.683696649922054,37.07090339519722,🟢 HIJAU,0
Ciseureuh,143.7809777127942,26.074169207484903,78.48430149673807,5.600041477714643,-0.524473841351552,0.0100358760092509,0.0573738763441572,0.8278075810030788,0.9750230563749288,20966.4434706241,0.5766694717918928,0.4472862223188508,0.1880666282232222,0.8969182605881313,0.8650446125204999,0.3689321710949114,2.0,1.0,4.0,692467040.8367249,0.16418810401688308,0.245320910236007,0.08450400151586333,0.2857142856734694,0.3618402491274274,22.831351011393004,🟢 HIJAU,0
Cisurupan,165.2022550914082,27.033822298373245,76.86096411982965,4.433156400558644,0.2841310390550752,0.0451155852786515,0.0075447690067049,0.7837016581791548,0.9923139276543986,18700.187682375123,0.6758423348143395,0.6348217906207781,0.5279243840181365,0.6516093149223119,0.8237785030642647,0.1056365831856172,5.0,0.0,7.0,819088469.7614247,0.3008776276065198,0.7016694518310089,0.4239560413169937,0.7142857141836735,0.3120277768669533,49.05633223610299,🟡 KUNING,0
Citarum,169.16386311891034,23.13995055684302,82.88296212346772,4.433156400558644,-0.2615868784186487,0.0287231189988423,0.0310631793089035,0.8785833123222972,0.9444596122816692,11274.42395154144,0.502729406803123,0.901934300757014,0.221639946344195,0.5236831549116618,0.6300689617875413,0.1727274424334047,2.0,0.0,7.0,278885930.6298311,0.20862747680814647,0.29040193163325434,0.2653328305794334,0.2857142856734694,0.1488089329160737,23.977709152207545,🟢 HIJAU,0
