kelurahan,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,rainfall_anomaly_z,poverty_rate,unemployment_rate,water_access,electricity_access,population_density,health_access_index,education_index,road_damage_ratio,drainage_quality,building_density,green_space_ratio,flood_count,landslide_count,total_disasters,avg_damage_idr,rainfall_risk,temp_deviation,humidity_risk,flood_freq_norm,climate_score,road_vulnerability,drainage_vulnerability,density_risk,green_deficit,infra_score,infra_index,poverty_vulnerability,unemployment_vulnerability,water_deficit,electricity_deficit,health_deficit,education_deficit,pop_density_risk,sosek_score,slope_index,soil_permeability_inv,health_facility_norm,bpbd_post_proximity,rth_ratio,kerawanan_score,kerentanan_score,kapasitas_score,flood_infra_interaction,cascading_score,n_dimensions_critical,uss_bnpb_raw,uss_linear_norm,ussScore,ussZone,ussLabel
Cibadak,217.1737670159408,20.765469614816503,89.60914886236033,1.6519339636366432,0.2356449226259144,0.0210620137836084,0.0091945463791821,0.8521131291762583,0.9877270883454596,6366.42718483899,0.8173536880173121,0.4704622379736147,0.3737010222714217,0.4562705045625924,0.7757668272231535,0.2624734884517043,1.0,1.0,5.0,32589375.579571236,0.5586401314300933,0.4234530385183497,0.7402287215590082,0.1428571428367347,0.46629475858604646,0.3737010222714217,0.5437294954374077,0.7757668272231535,0.7375265115482956,0.6076809641200696,0.39231903587993044,0.20127068181507585,0.1370770705454734,0.14788687082374175,0.012272911654540364,0.18264631198268788,0.5295377620263853,0.04093079574217622,0.17880320065572583,0.27355529164645837,0.3349714603923774,0.8173536880173121,0.5616540212212942,0.2624734884517043,0.05118999157311752,0.0012183170593150336,0.5471603992301035,0.33947497366360146,6.23656399997219e-05,2,0.00011193480384804825,62.45926928883042,6.622516556291391,HIJAU,0
Cibaduyut,229.70507771761984,28.766066749312532,78.5927582433582,13.48082626051207,0.3654299395467728,0.0232762893445169,0.0308172275825349,0.7957613141681626,0.9637188228048869,29688.656274739904,0.6802257554878302,0.785902946512765,0.0406293571739403,0.7947000888449729,0.8489140312496816,0.408853675274997,2.0,0.0,4.0,113203115.75388074,0.5903542308766374,0.3766066749312532,0.4648189560839551,0.2857142856734694,0.4293735368913288,0.0406293571739403,0.2052999111550271,0.8489140312496816,0.5911463247250031,0.421497406075913,0.578502593924087,0.2224305175482267,0.45943922681292965,0.20423868583183735,0.036281177195113146,0.31977424451216985,0.21409705348723496,0.5535551409802432,0.2871165780525364,0.31405891342186826,0.5573125475068192,0.6802257554878302,0.2539125078454986,0.408853675274997,0.10332909479933575,0.02514741032918752,0.4476639795361086,0.24883277698044334,0.002598459145862412,2,0.005677657106631438,41.20270513837953,82.78145695364239,MERAH,1
Cibaduyut Kidul,114.46715007047467,20.595824400954996,91.02892436457032,8.753709112127751,-0.8280730184163905,0.004452632663819,0.0599549514543663,0.8252710879199929,0.9755632823934894,22201.40501976732,0.4628367616428397,0.5302694033289479,0.4384009709406226,0.5460697415364557,0.8007331741099118,0.2657668509193646,4.0,0.0,4.0,41440462.42460212,0.30405267439908545,0.44041755990450043,0.7757231091142579,0.5714285713469388,0.5229054786911956,0.4384009709406226,0.4539302584635443,0.8007331741099118,0.7342331490806354,0.6068243881486786,0.39317561185132144,0.04254979705769573,0.8938395404332796,0.17472891208000707,0.02443671760651056,0.5371632383571603,0.4697305966710521,0.388984796635447,0.3616333712630218,0.33865243426851066,0.5738498129491529,0.4628367616428397,0.2927696219372986,0.2657668509193646,0.05908826987501742,0.002891977390259665,0.34045774483316765,0.18450657810719442,0.00017088194050811164,3,0.0004875964164794203,92.73120488324945,25.165562913907287,HIJAU,0
Cibaduyut Wetan,393.4551965361207,24.196429809928834,66.95918833428087,5.923007650768355,2.061366816988025,0.0557704372200526,0.0503324366353879,0.8253375382024271,0.9498124917704307,18031.217911744152,0.6171530345331859,0.7780337037623528,0.4435268238961161,0.5576088919835475,0.684859957982511,0.5847174830486593,3.0,1.0,5.0,1002352791.840122,0.8870911433769898,0.08035701900711664,0.17397970835702167,0.4285714285102041,0.392499824812833,0.4435268238961161,0.44239110801645254,0.684859957982511,0.41528251695134066,0.49651510171160507,0.5034848982883949,0.5329478007055877,0.7503820942179396,0.17466246179757294,0.0501875082295693,0.38284696546681407,0.2219662962376472,0.29732377111639413,0.34433098539593215,0.4921531377585852,0.6850377206484582,0.6171530345331859,0.3969234768419976,0.5847174830486593,0.2990769806958251,0.02767667308961735,0.5329313314746144,0.4404541492812901,0.008277455823348151,2,0.015245861388891271,53.44306191557118,96.02649006622516,MERAH,1
Cibangkong,162.41650528332363,24.93291717916395,61.008834205521545,27.91247731301372,-0.331468311551208,0.0820327251333429,0.0433834853584483,0.5966895920602575,0.955030513558235,16666.575029084393,0.7998335429238363,0.6730206905507028,0.2207946848752721,0.6266000484649851,0.3009564674287315,0.2905284128585995,3.0,2.0,7.0,3052605.172351205,0.4178834032872401,0.006708282083604899,0.025220855138038623,0.4285714285102041,0.21959599225477194,0.2207946848752721,0.37339995153501493,0.3009564674287315,0.7094715871414006,0.4011556727451048,0.5988443272548952,0.7839128151927341,0.646783521202656,0.4033104079397425,0.044969486441765016,0.20016645707616365,0.3269793094492972,0.2673288181678285,0.38192154506716963,0.22610678414025354,0.6025281174849716,0.7998335429238363,0.25265974546792974,0.2905284128585995,0.05693063587522066,0.08451873189179256,0.4476739004167885,0.16763629777470673,0.004811705149967042,1,0.010513392058374272,15.084778991273733,91.3907284768212,MERAH,1
Cibiru Hilir,167.22783167207757,23.5315318542675,69.45903656493924,3.283068811043386,-0.281638082962866,0.0165419018843776,0.0036334930230873,0.6107903964483763,0.915998801819678,11803.028250099102,0.6211414274470136,0.4998227423786495,0.2703666863748113,0.589261411798475,0.8196789341354417,0.2732091886148063,2.0,1.0,8.0,356692516.6852196,0.43005222403427334,0.14684681457325013,0.23647591412348098,0.2857142856734694,0.2747723096011185,0.2703666863748113,0.410738588201525,0.8196789341354417,0.7267908113851937,0.556893755024243,0.443106244975757,0.1580760465258971,0.05417000022751845,0.3892096035516237,0.08400119818032203,0.3788585725529864,0.5001772576213506,0.16042769505898943,0.2464171962455268,0.4097327454832453,0.7101903882356299,0.6211414274470136,0.29602248379613744,0.2732091886148063,0.12514014734340387,0.009870268280678423,0.3967910332859858,0.23949339789897348,0.0012351668269630234,1,0.003036366895763569,31.531377069207096,68.87417218543047,KUNING,0
Cibuntu,165.2022550914082,22.914958523134597,81.93535337205205,2.6278002464852066,0.4130950278820566,0.0292342068295865,0.0169425296685586,0.7582913165350661,0.9932064003206372,20234.18312150741,0.6769778925765141,0.8117198123102005,0.3457640572822913,0.6708270735662394,0.7673785611825775,0.3620264286000214,4.0,2.0,6.0,59111164.965925775,0.6018297757647111,0.20850414768654027,0.5483838343013012,0.5714285713469388,0.48253658227487284,0.3457640572822913,0.3291729264337606,0.7673785611825775,0.6379735713999786,0.520072279074652,0.47992772092534797,0.27936496487781526,0.25258802760015825,0.2417086834649339,0.006793599679362772,0.3230221074234859,0.18828018768979948,0.34574511171312733,0.23392895463552615,0.2977232579133688,0.3453349459674289,0.6769778925765141,0.3503732254142557,0.3620264286000214,0.06187667412496221,0.023346417186194037,0.46312584886359703,0.31299498309694007,0.0014445986482155455,2,0.003053307384674359,58.428372027646716,69.5364238410596,MERAH,0
Cicadas,218.73238781984705,23.97068633352409,83.02676407411424,3.68250050400281,0.2517873383894201,0.008933262813905,0.0495562980658034,0.6888039036571698,0.8666067836855262,26002.754599548407,0.5051172278145287,0.7447819407903097,0.1860621232060169,0.6769660992445398,0.4206954079226868,0.3617788293097118,2.0,1.0,4.0,29774172.893952537,0.5626163767801134,0.1029313666475911,0.575669101852856,0.2857142856734694,0.38173278273850747,0.1860621232060169,0.32303390075546023,0.4206954079226868,0.6382211706902883,0.392003150643613,0.607996849356387,0.08536714085655125,0.7388110175091546,0.3111960963428302,0.13339321631447376,0.4948827721854713,0.2552180592096903,0.47253874561025144,0.355915292575489,0.29755822140899113,0.141127076694882,0.5051172278145287,0.26419617543206875,0.3617788293097118,0.023626243158731696,0.012553426980835359,0.3770307441854364,0.22054739230149856,0.00029659031832459927,1,0.0007663223730425281,36.8303577948034,31.788079470198678,HIJAU,0
Cicaheum,243.08922254093383,24.761481154572184,70.28061231535916,1.0,0.5040476391408211,0.0223158880837183,0.0009478493725259,0.850381901097156,0.9473564779664309,16541.068666676645,0.919168868061254,0.4382252311261223,0.0990454947431122,0.4547956095420578,0.6300614239147702,0.5074312880035344,2.0,1.0,2.0,465520176.2292993,0.6234100688743094,0.023851884542781577,0.2570153078839791,0.2857142856734694,0.29749788674363487,0.0990454947431122,0.5452043904579422,0.6300614239147702,0.49256871199646557,0.44172000527807254,0.5582799947219275,0.21325282834134612,0.014131030498513105,0.14961809890284405,0.052643522033569146,0.08083113193874603,0.5617747688738777,0.2645701789054973,0.19097450849919903,0.4516165524880143,0.68931879665719,0.919168868061254,0.6261673264187446,0.5074312880035344,0.19407240364296663,0.008441503852610456,0.684255827494511,0.27537269891356353,0.0016382629430374742,0,0.0023597395630797595,11.554911945226896,61.58940397350994,KUNING,0
Cigending,457.6657399633637,22.358215003877778,72.58270630790311,2.3274929750591777,2.7263863559326333,0.0247780929696493,0.0073470809261628,0.8238157544906908,0.9697740866013048,23387.090685076382,0.6297188377556853,0.5674342706214864,0.1717814712890066,0.652408430694415,0.3579461238808989,0.2657668509193646,1.0,0.0,1.0,274928084.343797,0.938565804256742,0.26417849961222223,0.3145676576975777,0.1428571428367347,0.4150422761008192,0.1717814712890066,0.347591569305585,0.3579461238808989,0.7342331490806354,0.4028880783890315,0.5971119216109685,0.23678190116653924,0.10953409650520553,0.17618424550930922,0.03022591339869518,0.37028116224431473,0.43256572937851356,0.41504625651967464,0.2529456149603217,0.28523512659650097,0.4254774879414797,0.6297188377556853,0.260416906811391,0.2657668509193646,0.11390540201966382,0.017314584546384838,0.38530086516214695,0.37813697331865465,0.001972224713559423,1,0.004989173784758715,32.07762856892739,78.80794701986756,MERAH,1
